Ensembl Gene ID	UniProt Gene Name
ENSMUSG00000017195	Q5FWC7
ENSMUSG00000017195	Q6X786
ENSMUSG00000101058	
ENSMUSG00000097484	
ENSMUSG00000032565	Q6P3D0
ENSMUSG00000028008	Q9R0Y1
ENSMUSG00000074292	
ENSMUSG00000079276	
ENSMUSG00000087002	
ENSMUSG00000027193	O35841
ENSMUSG00000025432	O88398
ENSMUSG00000025764	Q6ZPI0
ENSMUSG00000055746	Q9R2A2
ENSMUSG00000040048	Q9DCS9
ENSMUSG00000032475	Q8BH99
ENSMUSG00000032475	Q99M51
ENSMUSG00000057181	
ENSMUSG00000101957	
ENSMUSG00000026895	Q9DCJ5
ENSMUSG00000097953	
ENSMUSG00000082087	
ENSMUSG00000039963	Q8BI79
ENSMUSG00000026937	A2AJB7
ENSMUSG00000075084	Q8VGM7
ENSMUSG00000062551	
ENSMUSG00000091183	
ENSMUSG00000093805	Q6XQH0
ENSMUSG00000067351	
ENSMUSG00000083586	
ENSMUSG00000106102	
ENSMUSG00000087298	
ENSMUSG00000090116	
ENSMUSG00000027342	Q542J9
ENSMUSG00000027342	P17918
ENSMUSG00000082235	
ENSMUSG00000044950	Q69Z61
ENSMUSG00000025745	Q8BMS1
ENSMUSG00000041923	G3UW35
ENSMUSG00000041923	P60954
ENSMUSG00000108128	
ENSMUSG00000031075	
ENSMUSG00000101770	
ENSMUSG00000016283	Q6W9L1
ENSMUSG00000016283	Q6W9J6
ENSMUSG00000099556	
ENSMUSG00000024516	D6RFV4
ENSMUSG00000024516	Q9D8V7
ENSMUSG00000099728	
ENSMUSG00000066009	Q32P14
ENSMUSG00000095831	Q7TRV7
ENSMUSG00000101667	
ENSMUSG00000020790	Q810B6
ENSMUSG00000067698	
ENSMUSG00000073686	
ENSMUSG00000100187	
ENSMUSG00000039041	Q9JKV1
ENSMUSG00000097772	
ENSMUSG00000097941	
ENSMUSG00000044694	
ENSMUSG00000104600	
ENSMUSG00000004748	Q9CRB8
ENSMUSG00000081002	
ENSMUSG00000107363	
ENSMUSG00000054889	E9Q557
ENSMUSG00000107208	
ENSMUSG00000094401	
ENSMUSG00000023914	P28825
ENSMUSG00000081715	
ENSMUSG00000020844	P97346
ENSMUSG00000036027	
ENSMUSG00000041769	F6RV17
ENSMUSG00000041769	Q925E7
ENSMUSG00000008683	Q5M9M4
ENSMUSG00000008683	P62245
ENSMUSG00000000876	Q9JJW0
ENSMUSG00000037236	Q5BL18
ENSMUSG00000037236	A0A087WSP7
ENSMUSG00000037236	Q8K310
ENSMUSG00000092526	
ENSMUSG00000039179	Q14BE9
ENSMUSG00000039179	G5E8A8
ENSMUSG00000055108	P15972
ENSMUSG00000001864	Q9EQX4
ENSMUSG00000047843	Q8C7X8
ENSMUSG00000047843	P28662
ENSMUSG00000103646	
ENSMUSG00000020514	Q8BU88
ENSMUSG00000021794	P26443
ENSMUSG00000058921	Q5PT54
ENSMUSG00000107312	
ENSMUSG00000087211	
ENSMUSG00000092168	
ENSMUSG00000108021	
ENSMUSG00000089818	
ENSMUSG00000108388	
ENSMUSG00000093557	
ENSMUSG00000082527	
ENSMUSG00000067338	Q5FW91
ENSMUSG00000067338	P05214
ENSMUSG00000071893	Q8R2D3
ENSMUSG00000105160	
ENSMUSG00000020019	Q9JI33
ENSMUSG00000081216	
ENSMUSG00000039568	Q6P3B2
ENSMUSG00000030804	
ENSMUSG00000090779	
ENSMUSG00000106391	
ENSMUSG00000108701	
ENSMUSG00000102726	
ENSMUSG00000106673	
ENSMUSG00000102427	
ENSMUSG00000015943	Q9D8S9
ENSMUSG00000079507	O19441
ENSMUSG00000042386	Q99MW5
ENSMUSG00000093918	O35698
ENSMUSG00000075377	Q8VGV7
ENSMUSG00000095954	
ENSMUSG00000099965	
ENSMUSG00000081823	
ENSMUSG00000104800	
ENSMUSG00000027223	Q9WVI9
ENSMUSG00000082417	
ENSMUSG00000084132	
ENSMUSG00000089994	
ENSMUSG00000049792	Q8CI32
ENSMUSG00000084117	
ENSMUSG00000103367	
ENSMUSG00000106992	
ENSMUSG00000030615	D6RG44
ENSMUSG00000030615	Q9D8Y1
ENSMUSG00000108623	
ENSMUSG00000086261	
ENSMUSG00000063689	Q64522
ENSMUSG00000103163	
ENSMUSG00000081757	
ENSMUSG00000075086	Q8VF91
ENSMUSG00000108814	
ENSMUSG00000042750	Q9WTZ8
ENSMUSG00000003234	Q8K268
ENSMUSG00000076873	
ENSMUSG00000090346	B2RQT2
ENSMUSG00000087222	
ENSMUSG00000068948	
ENSMUSG00000091378	
ENSMUSG00000033628	Q6PF93
ENSMUSG00000027582	Q8VDM1
ENSMUSG00000002129	Q8K4Z5
ENSMUSG00000025860	Q60989
ENSMUSG00000103814	
ENSMUSG00000095869	
ENSMUSG00000085706	
ENSMUSG00000099789	
ENSMUSG00000006641	Q5U4D8
ENSMUSG00000100948	
ENSMUSG00000038991	Q3TEE8
ENSMUSG00000038991	Q91W90
ENSMUSG00000100418	
ENSMUSG00000096691	
ENSMUSG00000103346	
ENSMUSG00000032458	O55029
ENSMUSG00000025169	Q9D136
ENSMUSG00000100961	
ENSMUSG00000019952	Q9D3W6
ENSMUSG00000019952	A6H699
ENSMUSG00000019952	Q8BHD1
ENSMUSG00000099851	
ENSMUSG00000105148	
ENSMUSG00000104583	
ENSMUSG00000079704	
ENSMUSG00000082165	
ENSMUSG00000018398	Q8CHH9
ENSMUSG00000089731	
ENSMUSG00000100806	
ENSMUSG00000108407	
ENSMUSG00000028347	Q6PFE7
ENSMUSG00000003617	G3X8Q5
ENSMUSG00000003617	G3X9T8
ENSMUSG00000003617	Q61147
ENSMUSG00000102535	
ENSMUSG00000031502	P02463
ENSMUSG00000028249	Q3TMX0
ENSMUSG00000028249	O08992
ENSMUSG00000099019	
ENSMUSG00000076940	
ENSMUSG00000005621	Q8BHZ4
ENSMUSG00000097946	
ENSMUSG00000099415	
ENSMUSG00000019579	Q9CPT4
ENSMUSG00000031378	P48410
ENSMUSG00000030279	Q7TPS5
ENSMUSG00000102545	
ENSMUSG00000083860	
ENSMUSG00000020902	O09118
ENSMUSG00000033728	Q8VC16
ENSMUSG00000002279	Q3U3R4
ENSMUSG00000024856	G3UYI1
ENSMUSG00000024856	Q9CPY4
ENSMUSG00000024429	P36916
ENSMUSG00000099593	
ENSMUSG00000056966	Q921C1
ENSMUSG00000002032	Q9DCF1
ENSMUSG00000091923	
ENSMUSG00000080930	
ENSMUSG00000100425	
ENSMUSG00000102065	
ENSMUSG00000081654	
ENSMUSG00000051107	
ENSMUSG00000043019	B7ZNP0
ENSMUSG00000043019	Q2HXL6
ENSMUSG00000093664	
ENSMUSG00000037916	Q91YT0
ENSMUSG00000093584	
ENSMUSG00000053593	Q8CEK7
ENSMUSG00000024431	
ENSMUSG00000019699	Q9WUA6
ENSMUSG00000020659	Q9JIY2
ENSMUSG00000037486	
ENSMUSG00000031320	Q545X8
ENSMUSG00000031320	P62702
ENSMUSG00000028990	Q8K3C3
ENSMUSG00000082889	
ENSMUSG00000096373	
ENSMUSG00000027255	Q99K28
ENSMUSG00000090849	
ENSMUSG00000092314	
ENSMUSG00000002210	Q9DB90
ENSMUSG00000026994	P70419
ENSMUSG00000096743	
ENSMUSG00000105264	
ENSMUSG00000022018	Q9DBX1
ENSMUSG00000073894	Q9DAE2
ENSMUSG00000001829	Q3URM1
ENSMUSG00000001829	Q60649
ENSMUSG00000005883	Q9WTK8
ENSMUSG00000024498	Q3TH57
ENSMUSG00000024498	Q8CGF7
ENSMUSG00000041143	Q91WU4
ENSMUSG00000036510	Q8C449
ENSMUSG00000036510	P97291
ENSMUSG00000028779	Q8BFY6
ENSMUSG00000089776	
ENSMUSG00000104670	
ENSMUSG00000054622	
ENSMUSG00000100510	
ENSMUSG00000014039	
ENSMUSG00000014856	Q9CR96
ENSMUSG00000107234	
ENSMUSG00000090174	
ENSMUSG00000097773	
ENSMUSG00000100870	
ENSMUSG00000035831	Q8VCW2
ENSMUSG00000027663	B9EI21
ENSMUSG00000102679	
ENSMUSG00000087403	
ENSMUSG00000098244	
ENSMUSG00000035041	Q91XE9
ENSMUSG00000101519	
ENSMUSG00000014846	Q9CRB6
ENSMUSG00000090404	
ENSMUSG00000004328	Q0VBL6
ENSMUSG00000099016	
ENSMUSG00000066100	Q64507
ENSMUSG00000001627	P19182
ENSMUSG00000037568	Q8C5G2
ENSMUSG00000050742	Q8VF87
ENSMUSG00000075415	Q80TY0
ENSMUSG00000106753	
ENSMUSG00000021785	Q9JI78
ENSMUSG00000031310	B1AXS7
ENSMUSG00000031310	B1AXS5
ENSMUSG00000031310	Q8CG95
ENSMUSG00000031310	Q32P02
ENSMUSG00000031310	Q9JLM4
ENSMUSG00000052712	
ENSMUSG00000019865	Q0VEH1
ENSMUSG00000019865	O54799
ENSMUSG00000099655	
ENSMUSG00000107036	
ENSMUSG00000070394	Q5F285
ENSMUSG00000087535	
ENSMUSG00000100733	
ENSMUSG00000026942	Q3U8L1
ENSMUSG00000026942	P39429
ENSMUSG00000020923	A2AWT7
ENSMUSG00000020923	A2AWT5
ENSMUSG00000020923	A2AWT6
ENSMUSG00000000386	S4R279
ENSMUSG00000000386	Q3UD61
ENSMUSG00000037689	Q497K7
ENSMUSG00000103437	
ENSMUSG00000043557	
ENSMUSG00000082545	
ENSMUSG00000027624	A2AUK5
ENSMUSG00000027624	A2AUK8
ENSMUSG00000025223	P70662
ENSMUSG00000030067	E2S038
ENSMUSG00000030067	P58462
ENSMUSG00000025509	Q8BJ56
ENSMUSG00000105439	
ENSMUSG00000070348	Q790L7
ENSMUSG00000070348	P25322
ENSMUSG00000029055	A2AP18
ENSMUSG00000084243	
ENSMUSG00000021036	Q542D6
ENSMUSG00000021036	P97363
ENSMUSG00000047084	Q99KS2
ENSMUSG00000052139	D3Z7P0
ENSMUSG00000052139	Q8K3W0
ENSMUSG00000004948	P10761
ENSMUSG00000085028	
ENSMUSG00000083811	
ENSMUSG00000048775	Q8CDC0
ENSMUSG00000031072	Q8BQU0
ENSMUSG00000031072	Q3TF33
ENSMUSG00000031072	D3Z5L0
ENSMUSG00000085498	
ENSMUSG00000107089	
ENSMUSG00000025862	Q3UQG8
ENSMUSG00000025862	O35638
ENSMUSG00000005802	O35149
ENSMUSG00000058318	
ENSMUSG00000032363	Q68SA9
ENSMUSG00000045838	
ENSMUSG00000035173	Q8C9S4
ENSMUSG00000107818	
ENSMUSG00000027399	Q3U0Y6
ENSMUSG00000027399	P01582
ENSMUSG00000002221	Q6NZQ4
ENSMUSG00000086942	
ENSMUSG00000092360	
ENSMUSG00000007817	Q6P1E1
ENSMUSG00000049112	P97926
ENSMUSG00000102941	
ENSMUSG00000030945	Q8K0L3
ENSMUSG00000104816	
ENSMUSG00000105320	
ENSMUSG00000103722	
ENSMUSG00000102760	
ENSMUSG00000029644	P52946
ENSMUSG00000067274	Q5M8R8
ENSMUSG00000067274	P14869
ENSMUSG00000106345	
ENSMUSG00000026435	Q8K0H7
ENSMUSG00000081138	
ENSMUSG00000085841	
ENSMUSG00000090468	
ENSMUSG00000006599	G3X8R4
ENSMUSG00000083778	
ENSMUSG00000075085	Q8VGM6
ENSMUSG00000002500	Q9CQ09
ENSMUSG00000085012	
ENSMUSG00000055652	Q8R2P1
ENSMUSG00000057215	
ENSMUSG00000082870	
ENSMUSG00000099918	
ENSMUSG00000029713	Q3U9V4
ENSMUSG00000029713	P62880
ENSMUSG00000067597	A2ADU8
ENSMUSG00000002797	Q9D7X8
ENSMUSG00000072049	
ENSMUSG00000068452	
ENSMUSG00000087137	
ENSMUSG00000042010	E9Q4Z2
ENSMUSG00000047108	Q9QYI8
ENSMUSG00000091492	
ENSMUSG00000054079	Q3U3Q3
ENSMUSG00000054079	Q5SSI6
ENSMUSG00000044306	
ENSMUSG00000108799	
ENSMUSG00000023007	
ENSMUSG00000037005	B1AVD1
ENSMUSG00000037005	Q8BU59
ENSMUSG00000025153	P19096
ENSMUSG00000099499	
ENSMUSG00000056306	Q8CD78
ENSMUSG00000061132	Q9QUN3
ENSMUSG00000101213	
ENSMUSG00000099896	
ENSMUSG00000101093	
ENSMUSG00000040746	Q91XF4
ENSMUSG00000100352	
ENSMUSG00000060572	Q99PM0
ENSMUSG00000086959	
ENSMUSG00000101980	
ENSMUSG00000040139	G5E8T7
ENSMUSG00000040139	D3YTU4
ENSMUSG00000040139	Q9CX25
ENSMUSG00000034269	Q5XJV7
ENSMUSG00000083060	
ENSMUSG00000083594	
ENSMUSG00000103056	
ENSMUSG00000022311	Q80T79
ENSMUSG00000001435	
ENSMUSG00000000792	G3X8P5
ENSMUSG00000085940	
ENSMUSG00000100669	
ENSMUSG00000029075	B1ASL3
ENSMUSG00000075126	Q0VB29
ENSMUSG00000042800	
ENSMUSG00000050577	
ENSMUSG00000099456	
ENSMUSG00000029096	Q9D236
ENSMUSG00000093945	
ENSMUSG00000083764	
ENSMUSG00000100260	
ENSMUSG00000067276	O35646
ENSMUSG00000099891	
ENSMUSG00000046470	P43680
ENSMUSG00000074300	
ENSMUSG00000084161	
ENSMUSG00000105141	
ENSMUSG00000081842	
ENSMUSG00000086534	
ENSMUSG00000081132	
ENSMUSG00000031311	Q4FK11
ENSMUSG00000031311	Q99K48
ENSMUSG00000103251	
ENSMUSG00000103958	
ENSMUSG00000044700	A2A8U2
ENSMUSG00000025227	Q6PDE8
ENSMUSG00000064302	
ENSMUSG00000036106	Q812A5
ENSMUSG00000082031	
ENSMUSG00000107285	
ENSMUSG00000001027	G3X8T7
ENSMUSG00000056921	Q8VGR5
ENSMUSG00000025150	Q542P5
ENSMUSG00000025150	P08074
ENSMUSG00000100798	
ENSMUSG00000076871	
ENSMUSG00000103584	
ENSMUSG00000090464	
ENSMUSG00000084115	
ENSMUSG00000083812	
ENSMUSG00000104876	
ENSMUSG00000102133	
ENSMUSG00000029759	Q62087
ENSMUSG00000020300	Q7TN98
ENSMUSG00000087527	
ENSMUSG00000029715	Q9DCH2
ENSMUSG00000033849	O54905
ENSMUSG00000079034	Q3UTA4
ENSMUSG00000073775	Q9D1R2
ENSMUSG00000106112	
ENSMUSG00000027349	Q80VD1
ENSMUSG00000099894	
ENSMUSG00000100675	
ENSMUSG00000085389	
ENSMUSG00000108567	
ENSMUSG00000078249	Q566K0
ENSMUSG00000078249	P17095
ENSMUSG00000089640	
ENSMUSG00000030815	Q9DB30
ENSMUSG00000083618	
ENSMUSG00000086913	
ENSMUSG00000087598	Q9R164
ENSMUSG00000087598	Q99K53
ENSMUSG00000028567	Q9CQU0
ENSMUSG00000073510	
ENSMUSG00000039354	Q8BJL0
ENSMUSG00000038900	Q5BLK0
ENSMUSG00000038900	A0A0A6YVW4
ENSMUSG00000038900	P35979
ENSMUSG00000026667	Q8C0N6
ENSMUSG00000026667	P97343
ENSMUSG00000100927	
ENSMUSG00000103854	
ENSMUSG00000023009	Q6GQX2
ENSMUSG00000032187	Q3TKT4
ENSMUSG00000040181	Q3UNX7
ENSMUSG00000040181	Q8C9C1
ENSMUSG00000040181	P50285
ENSMUSG00000082062	
ENSMUSG00000021824	Q9JKC8
ENSMUSG00000026361	Q8JZM7
ENSMUSG00000099774	
ENSMUSG00000026436	Q8C6Q0
ENSMUSG00000026436	P41158
ENSMUSG00000102193	
ENSMUSG00000020945	A0A077S2U3
ENSMUSG00000020945	Q9DA11
ENSMUSG00000083846	
ENSMUSG00000020167	P15806
ENSMUSG00000102880	
ENSMUSG00000081778	
ENSMUSG00000087050	
ENSMUSG00000039364	Q9D966
ENSMUSG00000096831	
ENSMUSG00000034066	Q91VS8
ENSMUSG00000094872	
ENSMUSG00000038975	Q6PFA1
ENSMUSG00000038975	Q3TVF4
ENSMUSG00000038975	Q9JIF6
ENSMUSG00000038975	P53612
ENSMUSG00000086211	
ENSMUSG00000026235	Q03137
ENSMUSG00000001985	B1AS29
ENSMUSG00000075204	
ENSMUSG00000067847	P60603
ENSMUSG00000025787	
ENSMUSG00000089796	
ENSMUSG00000103995	
ENSMUSG00000006958	Q9Z0E2
ENSMUSG00000028093	Q8BP40
ENSMUSG00000072934	
ENSMUSG00000026796	Q8R1F1
ENSMUSG00000022150	Q3TRE6
ENSMUSG00000022150	Q9DCE6
ENSMUSG00000082693	
ENSMUSG00000086074	
ENSMUSG00000081516	
ENSMUSG00000007617	Q5D052
ENSMUSG00000007617	Q3UVL6
ENSMUSG00000007617	Q9Z2Y3
ENSMUSG00000082106	
ENSMUSG00000083906	
ENSMUSG00000024028	Q9QX97
ENSMUSG00000076760	Q5R1I8
ENSMUSG00000046593	B7ZN35
ENSMUSG00000046593	A7E1Z1
ENSMUSG00000053977	Q8CAX3
ENSMUSG00000053977	P01731
ENSMUSG00000034664	Q9QUM0
ENSMUSG00000087051	
ENSMUSG00000047694	Q8BR70
ENSMUSG00000027618	Q9Z1J3
ENSMUSG00000053469	O08710
ENSMUSG00000096177	
ENSMUSG00000041710	Q2KHN9
ENSMUSG00000041710	Q9QX29
ENSMUSG00000104135	
ENSMUSG00000104646	
ENSMUSG00000047213	Q8BYK6
ENSMUSG00000020476	Q62418
ENSMUSG00000104631	
ENSMUSG00000082828	
ENSMUSG00000082172	
ENSMUSG00000107822	
ENSMUSG00000097532	
ENSMUSG00000028780	Q62181
ENSMUSG00000081219	
ENSMUSG00000019505	Q78XY9
ENSMUSG00000019505	P0CG49
ENSMUSG00000085292	
ENSMUSG00000092447	
ENSMUSG00000081611	
ENSMUSG00000033933	Q3TTE7
ENSMUSG00000033933	P40338
ENSMUSG00000104370	
ENSMUSG00000038489	P62876
ENSMUSG00000032322	
ENSMUSG00000085277	
ENSMUSG00000043698	
ENSMUSG00000038648	Q8BH52
ENSMUSG00000034792	P30678
ENSMUSG00000082802	
ENSMUSG00000071456	
ENSMUSG00000096742	Q8C6L9
ENSMUSG00000029017	Q9CXT8
ENSMUSG00000079071	
ENSMUSG00000108633	
ENSMUSG00000102704	
ENSMUSG00000108560	
ENSMUSG00000108542	
ENSMUSG00000071185	Q7TQU7
ENSMUSG00000022106	G1EE51
ENSMUSG00000022106	Q99LJ7
ENSMUSG00000025077	
ENSMUSG00000021566	
ENSMUSG00000022674	A6X925
ENSMUSG00000022674	Q4VBX4
ENSMUSG00000022674	Q9D2M8
ENSMUSG00000059540	Q810R3
ENSMUSG00000059540	Q9QVN7
ENSMUSG00000105713	
ENSMUSG00000029707	Q9QXW4
ENSMUSG00000103852	
ENSMUSG00000103494	
ENSMUSG00000049871	
ENSMUSG00000108557	
ENSMUSG00000103197	
ENSMUSG00000086870	
ENSMUSG00000035983	Q9DC38
ENSMUSG00000059796	Q5F2A7
ENSMUSG00000059796	P60843
ENSMUSG00000099430	
ENSMUSG00000020808	Q8BFY7
ENSMUSG00000102104	
ENSMUSG00000062908	P45952
ENSMUSG00000090582	
ENSMUSG00000040710	Q53WR7
ENSMUSG00000040710	Q64692
ENSMUSG00000098519	
ENSMUSG00000025158	O09009
ENSMUSG00000081071	
ENSMUSG00000042271	Q3UNA4
ENSMUSG00000107577	
ENSMUSG00000086978	
ENSMUSG00000024949	Q3UI45
ENSMUSG00000038473	Q3TRB6
ENSMUSG00000038473	Q9D3A8
ENSMUSG00000105436	
ENSMUSG00000038677	Q66PY1
ENSMUSG00000099027	
ENSMUSG00000028136	Q3UHD6
ENSMUSG00000029784	Q9DAA0
ENSMUSG00000029784	Q9D9Y8
ENSMUSG00000100035	
ENSMUSG00000101234	
ENSMUSG00000035112	Q80UE6
ENSMUSG00000055826	Q9DAJ7
ENSMUSG00000108361	
ENSMUSG00000080911	
ENSMUSG00000042524	Q8BJS4
ENSMUSG00000093867	
ENSMUSG00000101072	
ENSMUSG00000102068	
ENSMUSG00000100994	
ENSMUSG00000083036	
ENSMUSG00000062165	A2RTT5
ENSMUSG00000027939	Q9D2F7
ENSMUSG00000039977	Q7M6Y5
ENSMUSG00000009108	A2AE33
ENSMUSG00000009108	P50149
ENSMUSG00000029456	Q8K370
ENSMUSG00000030484	Q9D7Z7
ENSMUSG00000027902	Q80W26
ENSMUSG00000084170	
ENSMUSG00000027907	P50543
ENSMUSG00000101379	
ENSMUSG00000010911	Q9WVQ5
ENSMUSG00000102658	
ENSMUSG00000042357	Q542M8
ENSMUSG00000042357	Q02739
ENSMUSG00000102429	
ENSMUSG00000074283	Q9R166
ENSMUSG00000103371	
ENSMUSG00000005087	Q80X37
ENSMUSG00000005087	Q3U8S1
ENSMUSG00000082049	
ENSMUSG00000038495	B2RUR8
ENSMUSG00000018293	Q5SX50
ENSMUSG00000018293	P62962
ENSMUSG00000102739	Q3TTD8
ENSMUSG00000094107	
ENSMUSG00000108582	
ENSMUSG00000046032	Q3V2H3
ENSMUSG00000046032	Q3TGS7
ENSMUSG00000046032	Q6ZWQ5
ENSMUSG00000019359	Q9ESM6
ENSMUSG00000078817	E9Q5R7
ENSMUSG00000104432	
ENSMUSG00000082486	
ENSMUSG00000104078	
ENSMUSG00000039130	Q80YV2
ENSMUSG00000055700	
ENSMUSG00000102128	
ENSMUSG00000094325	Q3TTD8
ENSMUSG00000009207	A2ASL8
ENSMUSG00000009207	Q7TQ95
ENSMUSG00000103994	
ENSMUSG00000103757	
ENSMUSG00000099455	
ENSMUSG00000063415	Q811W2
ENSMUSG00000064065	Q3UX69
ENSMUSG00000064065	Q5DU31
ENSMUSG00000024993	Q3TH34
ENSMUSG00000024993	Q9D8N2
ENSMUSG00000028437	Q8BH48
ENSMUSG00000003865	Q9Z1E4
ENSMUSG00000104192	
ENSMUSG00000081801	
ENSMUSG00000106538	
ENSMUSG00000082819	
ENSMUSG00000102870	
ENSMUSG00000029867	
ENSMUSG00000021615	
ENSMUSG00000022500	Q9JLJ0
ENSMUSG00000059089	A0A0B4J1G0
ENSMUSG00000078210	
ENSMUSG00000052790	
ENSMUSG00000026295	Q8K1I3
ENSMUSG00000020785	Q8VBY2
ENSMUSG00000055827	Q8CB12
ENSMUSG00000072821	
ENSMUSG00000100336	
ENSMUSG00000029348	Q80VP9
ENSMUSG00000034748	Q3UKP1
ENSMUSG00000034748	P59941
ENSMUSG00000105521	
ENSMUSG00000032307	Q8K2Z8
ENSMUSG00000044150	
ENSMUSG00000004626	Q548T0
ENSMUSG00000004626	Q64324
ENSMUSG00000103644	
ENSMUSG00000029883	Q9D9G7
ENSMUSG00000100037	
ENSMUSG00000037790	Q91V70
ENSMUSG00000030657	
ENSMUSG00000104799	
ENSMUSG00000029925	Q3TRY5
ENSMUSG00000029925	P36423
ENSMUSG00000036091	Q8VEI3
ENSMUSG00000063383	Q8BIQ6
ENSMUSG00000024979	Q1HL20
ENSMUSG00000024979	O08524
ENSMUSG00000066800	B2RQP1
ENSMUSG00000066800	Q3T9T6
ENSMUSG00000066800	Q05921
ENSMUSG00000094072	
ENSMUSG00000097277	
ENSMUSG00000039201	A1A5B6
ENSMUSG00000038195	Q14AQ2
ENSMUSG00000038195	Q5ND29
ENSMUSG00000058486	Q7TMQ7
ENSMUSG00000021565	Q3KN89
ENSMUSG00000021565	Q9D687
ENSMUSG00000078812	P63242
ENSMUSG00000014606	Q5SX53
ENSMUSG00000014606	Q9CR62
ENSMUSG00000029621	A0A0G2JF52
ENSMUSG00000029621	Q9R0Q6
ENSMUSG00000020469	Q5SVI8
ENSMUSG00000020469	Q9QVP4
ENSMUSG00000105614	
ENSMUSG00000062543	
ENSMUSG00000100589	
ENSMUSG00000029708	Q9D4H2
ENSMUSG00000014030	Q02650
ENSMUSG00000039376	B2RQK7
ENSMUSG00000039376	Q8BWB1
ENSMUSG00000062691	Q8BTE5
ENSMUSG00000026277	Q9Z2W1
ENSMUSG00000100362	
ENSMUSG00000086649	
ENSMUSG00000091114	
ENSMUSG00000017861	P48972
ENSMUSG00000105351	
ENSMUSG00000069237	Q3URQ4
ENSMUSG00000099435	
ENSMUSG00000097415	
ENSMUSG00000031392	Q540G0
ENSMUSG00000031392	Q8BR10
ENSMUSG00000031392	Q62406
ENSMUSG00000060206	
ENSMUSG00000081972	
ENSMUSG00000102207	
ENSMUSG00000079334	Q3UVC9
ENSMUSG00000079334	Q9R123
ENSMUSG00000105986	
ENSMUSG00000104453	
ENSMUSG00000041096	Q7TQI8
ENSMUSG00000083985	
ENSMUSG00000022235	Q8R1G2
ENSMUSG00000083221	
ENSMUSG00000020440	P84084
ENSMUSG00000086987	
ENSMUSG00000024104	Q6PGL7
ENSMUSG00000083006	
ENSMUSG00000045613	Q9ERZ4
ENSMUSG00000022367	P70312
ENSMUSG00000104887	
ENSMUSG00000069708	D8KZH8
ENSMUSG00000069708	Q5QD16
ENSMUSG00000094618	B1AYH9
ENSMUSG00000056293	Q2KHK6
ENSMUSG00000051851	Q9D6I0
ENSMUSG00000073154	
ENSMUSG00000086418	
ENSMUSG00000020380	Q5SV02
ENSMUSG00000045835	Q2VPR5
ENSMUSG00000063328	
ENSMUSG00000081495	
ENSMUSG00000053317	Q9CQS8
ENSMUSG00000099364	
ENSMUSG00000108300	
ENSMUSG00000040952	Q9CZX8
ENSMUSG00000082058	
ENSMUSG00000029097	Q9D2Q2
ENSMUSG00000101622	
ENSMUSG00000098091	
ENSMUSG00000101101	
ENSMUSG00000080771	
ENSMUSG00000022265	Q3UG85
ENSMUSG00000022265	Q9JHZ2
ENSMUSG00000083956	
ENSMUSG00000064254	Q9DCM0
ENSMUSG00000087180	
ENSMUSG00000100562	
ENSMUSG00000104314	
ENSMUSG00000067949	
ENSMUSG00000012422	E0CY07
ENSMUSG00000012422	Q9CR64
ENSMUSG00000031271	Q8BII9
ENSMUSG00000031271	Q3UEL9
ENSMUSG00000022847	Q543R9
ENSMUSG00000022847	P40226
ENSMUSG00000081320	
ENSMUSG00000082347	
ENSMUSG00000101012	
ENSMUSG00000085314	
ENSMUSG00000059832	B2RUR4
ENSMUSG00000025592	Q925Q8
ENSMUSG00000055044	O70400
ENSMUSG00000100546	
ENSMUSG00000102469	
ENSMUSG00000021550	G3X8U3
ENSMUSG00000067555	
ENSMUSG00000021681	Q7TN31
ENSMUSG00000030302	Q3UHJ3
ENSMUSG00000030302	Q3UHH0
ENSMUSG00000030302	Q9R0K7
ENSMUSG00000089940	
ENSMUSG00000021549	
ENSMUSG00000032531	Q3TP05
ENSMUSG00000032531	Q8K371
ENSMUSG00000099665	
ENSMUSG00000107181	
ENSMUSG00000108492	
ENSMUSG00000108443	
ENSMUSG00000049460	
ENSMUSG00000108640	
ENSMUSG00000033577	
ENSMUSG00000026825	P39053
ENSMUSG00000047037	Q8BHK1
ENSMUSG00000100182	
ENSMUSG00000071952	
ENSMUSG00000105366	
ENSMUSG00000060152	Q9DB28
ENSMUSG00000086541	
ENSMUSG00000085927	
ENSMUSG00000078087	
ENSMUSG00000087178	
ENSMUSG00000029924	
ENSMUSG00000025154	Q8BRH3
ENSMUSG00000102143	
ENSMUSG00000104107	
ENSMUSG00000023259	
ENSMUSG00000049013	Q14B25
ENSMUSG00000100021	
ENSMUSG00000098915	
ENSMUSG00000081709	
ENSMUSG00000092214	
ENSMUSG00000104469	
ENSMUSG00000102939	
ENSMUSG00000083719	
ENSMUSG00000098761	
ENSMUSG00000099313	
ENSMUSG00000105872	
ENSMUSG00000058835	Q3TPY5
ENSMUSG00000058835	Q3TJR5
ENSMUSG00000058835	Q3TJ64
ENSMUSG00000058835	Q8CBW3
ENSMUSG00000042742	
ENSMUSG00000027843	P29352
ENSMUSG00000056367	Q641P0
ENSMUSG00000028082	Q91X43
ENSMUSG00000058643	Q9D5Q6
ENSMUSG00000037795	
ENSMUSG00000021675	O08675
ENSMUSG00000032366	Q564G1
ENSMUSG00000032366	B7ZNL3
ENSMUSG00000032366	Q545Y3
ENSMUSG00000032366	G5E8R2
ENSMUSG00000032366	Q8BSH3
ENSMUSG00000032366	G5E8R1
