Ensembl Gene ID	Homology Type	Rat Ensembl Gene ID	Ancestor	dN	dS
ENSMUSG00000059645	ortholog_many2many	ENSRNOG00000046212	Murinae	0.43980	0.53810
ENSMUSG00000059645	ortholog_many2many	ENSRNOG00000047033	Murinae	0.35520	0.50200
ENSMUSG00000059645	ortholog_many2many	ENSRNOG00000046985	Murinae	0.34810	0.47140
ENSMUSG00000059645	ortholog_many2many	ENSRNOG00000049674	Murinae	0.45310	0.45080
ENSMUSG00000059645	ortholog_many2many	ENSRNOG00000050134	Murinae	0.35020	0.45640
ENSMUSG00000059645	ortholog_many2many	ENSRNOG00000026262	Murinae	0.39620	0.59540
ENSMUSG00000059645	ortholog_many2many	ENSRNOG00000050422	Murinae	0.39370	0.40030
ENSMUSG00000059645	ortholog_many2many	ENSRNOG00000039860	Murinae	0.31690	0.53550
ENSMUSG00000059645	ortholog_many2many	ENSRNOG00000049187	Murinae	0.42040	0.62180
ENSMUSG00000059645	ortholog_many2many	ENSRNOG00000048976	Murinae	0.40880	0.63650
ENSMUSG00000059645	ortholog_many2many	ENSRNOG00000029323	Murinae	0.47040	0.77420
ENSMUSG00000059645	ortholog_many2many	ENSRNOG00000032131	Murinae	0.40510	0.52200
ENSMUSG00000059645	ortholog_many2many	ENSRNOG00000047330	Murinae	0.34060	0.40850
ENSMUSG00000059645	ortholog_many2many	ENSRNOG00000047590	Murinae	0.41000	0.54540
ENSMUSG00000059645	ortholog_many2many	ENSRNOG00000048796	Murinae	0.41000	0.54540
ENSMUSG00000059645	ortholog_many2many	ENSRNOG00000042971	Murinae	0.34580	0.50720
ENSMUSG00000059645	ortholog_many2many	ENSRNOG00000050568	Murinae	0.35170	0.37550
ENSMUSG00000059645	ortholog_many2many	ENSRNOG00000026588	Murinae	0.37030	0.44010
ENSMUSG00000059645	ortholog_many2many	ENSRNOG00000046751	Murinae	0.33320	0.55590
ENSMUSG00000059645	ortholog_many2many	ENSRNOG00000049890	Murinae	0.42030	0.67980
ENSMUSG00000097237					
ENSMUSG00000066677	ortholog_one2many	ENSRNOG00000042990	Murinae	1.02760	1.62450
ENSMUSG00000066626					
ENSMUSG00000099709					
ENSMUSG00000046321	ortholog_one2one	ENSRNOG00000017659	Murinae	0.00000	0.16990
ENSMUSG00000028020	ortholog_one2one	ENSRNOG00000010199	Murinae	0.00290	0.16740
ENSMUSG00000051306	ortholog_one2one	ENSRNOG00000001059	Murinae	0.03800	0.20200
ENSMUSG00000097035					
ENSMUSG00000086020					
ENSMUSG00000104498					
ENSMUSG00000075092	ortholog_one2one	ENSRNOG00000050826	Murinae	0.02860	0.19350
ENSMUSG00000099613					
ENSMUSG00000047363					
ENSMUSG00000087230	ortholog_one2one	ENSRNOG00000025987	Murinae	0.14380	0.25070
ENSMUSG00000095338					
ENSMUSG00000095850					
ENSMUSG00000021506	ortholog_one2one	ENSRNOG00000011423	Murinae	0.00500	0.36470
ENSMUSG00000097489					
ENSMUSG00000073943	ortholog_one2many	ENSRNOG00000015924	Murinae	0.02680	0.17720
ENSMUSG00000102865					
ENSMUSG00000068815	ortholog_one2one	ENSRNOG00000049292	Murinae	0.02640	0.25380
ENSMUSG00000042364	ortholog_one2one	ENSRNOG00000010971	Murinae	0.00480	0.20370
ENSMUSG00000095034					
ENSMUSG00000097863					
ENSMUSG00000086521					
ENSMUSG00000091216					
ENSMUSG00000084196					
ENSMUSG00000092062					
ENSMUSG00000082274					
ENSMUSG00000076594					
ENSMUSG00000090244					
ENSMUSG00000037393	ortholog_one2one	ENSRNOG00000014081	Murinae	0.03180	0.19620
ENSMUSG00000097367					
ENSMUSG00000045048					
ENSMUSG00000102154					
ENSMUSG00000081377					
ENSMUSG00000029029	ortholog_one2one	ENSRNOG00000014805	Murinae	0.01310	0.24580
ENSMUSG00000100988					
ENSMUSG00000039962	ortholog_one2one	ENSRNOG00000050448	Murinae	0.01750	0.30570
ENSMUSG00000056755	ortholog_one2one	ENSRNOG00000005662	Boreoeutheria	0.00180	0.18410
ENSMUSG00000097904					
ENSMUSG00000096256					
ENSMUSG00000021062	ortholog_one2one	ENSRNOG00000007364	Murinae	0.00430	0.21050
ENSMUSG00000102363					
ENSMUSG00000054497	ortholog_one2one	ENSRNOG00000005645	Murinae	0.03460	0.21960
ENSMUSG00000097152					
ENSMUSG00000075012	ortholog_one2one	ENSRNOG00000005347	Murinae	0.01010	0.08890
ENSMUSG00000097163					
ENSMUSG00000086652					
ENSMUSG00000102388	ortholog_many2many	ENSRNOG00000050058	Murinae	0.33810	0.59130
ENSMUSG00000102388	ortholog_many2many	ENSRNOG00000049914	Murinae	0.27700	0.66490
ENSMUSG00000102388	ortholog_many2many	ENSRNOG00000047375	Murinae	0.36050	0.79290
ENSMUSG00000102388	ortholog_many2many	ENSRNOG00000046499	Murinae	0.47500	0.93320
ENSMUSG00000102388	ortholog_many2many	ENSRNOG00000047404	Murinae	0.33430	0.68470
ENSMUSG00000102388	ortholog_many2many	ENSRNOG00000050475	Murinae	0.36290	0.68920
ENSMUSG00000102388	ortholog_many2many	ENSRNOG00000046755	Murinae	0.36050	0.79290
ENSMUSG00000102388	ortholog_many2many	ENSRNOG00000050248	Murinae	0.41390	1.04840
ENSMUSG00000102388	ortholog_many2many	ENSRNOG00000049974	Murinae	0.33780	0.60610
ENSMUSG00000102388	ortholog_many2many	ENSRNOG00000047583	Murinae	0.39710	0.78730
ENSMUSG00000102388	ortholog_many2many	ENSRNOG00000046680	Murinae	0.44830	0.94720
ENSMUSG00000102388	ortholog_many2many	ENSRNOG00000046082	Murinae	0.31750	0.81010
ENSMUSG00000102388	ortholog_many2many	ENSRNOG00000048112	Murinae	0.34880	0.66260
ENSMUSG00000102388	ortholog_many2many	ENSRNOG00000045688	Murinae	0.32680	0.66900
ENSMUSG00000102388	ortholog_many2many	ENSRNOG00000050576	Murinae	0.31420	0.65860
ENSMUSG00000102388	ortholog_many2many	ENSRNOG00000047731	Murinae	0.38220	0.83160
ENSMUSG00000102388	ortholog_many2many	ENSRNOG00000049082	Murinae	0.35260	0.73290
ENSMUSG00000102388	ortholog_many2many	ENSRNOG00000046908	Murinae	0.49520	0.91540
ENSMUSG00000102388	ortholog_many2many	ENSRNOG00000048362	Murinae	0.30400	0.77980
ENSMUSG00000102388	ortholog_many2many	ENSRNOG00000049619	Murinae	0.34980	0.69220
ENSMUSG00000102388	ortholog_many2many	ENSRNOG00000047569	Murinae	0.47390	1.38910
ENSMUSG00000102388	ortholog_many2many	ENSRNOG00000047423	Murinae	0.35460	0.78870
ENSMUSG00000102388	ortholog_many2many	ENSRNOG00000032295	Murinae	0.48450	0.92680
ENSMUSG00000102388	ortholog_many2many	ENSRNOG00000047588	Murinae	0.39650	0.86040
ENSMUSG00000102388	ortholog_many2many	ENSRNOG00000045784	Murinae	0.35310	0.74050
ENSMUSG00000102388	ortholog_many2many	ENSRNOG00000049869	Murinae	0.33330	0.73570
ENSMUSG00000102388	ortholog_many2many	ENSRNOG00000048313	Murinae	0.29440	0.72760
ENSMUSG00000102388	ortholog_many2many	ENSRNOG00000048616	Murinae	0.36120	0.75350
ENSMUSG00000102388	ortholog_many2many	ENSRNOG00000047899	Murinae	0.38150	0.83530
ENSMUSG00000102388	ortholog_many2many	ENSRNOG00000029974	Murinae	0.30930	0.73860
ENSMUSG00000102388	ortholog_many2many	ENSRNOG00000050590	Murinae	0.29840	0.71560
ENSMUSG00000102388	ortholog_many2many	ENSRNOG00000046562	Murinae	0.46940	1.10170
ENSMUSG00000102388	ortholog_many2many	ENSRNOG00000046965	Murinae	0.48640	1.35200
ENSMUSG00000102388	ortholog_many2many	ENSRNOG00000046287	Murinae	0.48450	0.92680
ENSMUSG00000102388	ortholog_many2many	ENSRNOG00000046206	Murinae	0.35500	0.81370
ENSMUSG00000102388	ortholog_many2many	ENSRNOG00000048777	Murinae	0.42760	1.06100
ENSMUSG00000102388	ortholog_many2many	ENSRNOG00000050350	Murinae	0.31750	0.81010
ENSMUSG00000102388	ortholog_many2many	ENSRNOG00000049210	Murinae	0.38420	0.75120
ENSMUSG00000102388	ortholog_many2many	ENSRNOG00000045833	Murinae	0.36120	0.75350
ENSMUSG00000102388	ortholog_many2many	ENSRNOG00000046514	Murinae	0.37220	0.94960
ENSMUSG00000102388	ortholog_many2many	ENSRNOG00000047500	Murinae	0.34150	0.66990
ENSMUSG00000102388	ortholog_many2many	ENSRNOG00000025606	Murinae	0.35530	0.60600
ENSMUSG00000102388	ortholog_many2many	ENSRNOG00000045862	Murinae	0.40640	0.73720
ENSMUSG00000102388	ortholog_many2many	ENSRNOG00000050505	Murinae	0.31420	0.65860
ENSMUSG00000102388	ortholog_many2many	ENSRNOG00000048127	Murinae	0.38150	0.83530
ENSMUSG00000102388	ortholog_many2many	ENSRNOG00000047640	Murinae	0.37100	0.79550
ENSMUSG00000102388	ortholog_many2many	ENSRNOG00000045536	Murinae	0.39900	0.74580
ENSMUSG00000102388	ortholog_many2many	ENSRNOG00000048717	Murinae	0.42050	0.90340
ENSMUSG00000102388	ortholog_many2many	ENSRNOG00000049353	Murinae	0.49520	0.91540
ENSMUSG00000102388	ortholog_many2many	ENSRNOG00000049570	Murinae	0.33390	0.62570
ENSMUSG00000102388	ortholog_many2many	ENSRNOG00000045901	Murinae	0.44620	0.94820
ENSMUSG00000102388	ortholog_many2many	ENSRNOG00000050662	Murinae	0.32930	0.75930
ENSMUSG00000102388	ortholog_many2many	ENSRNOG00000048923	Murinae	0.35120	0.61550
ENSMUSG00000102388	ortholog_many2many	ENSRNOG00000047403	Murinae	0.32420	0.64910
ENSMUSG00000102388	ortholog_many2many	ENSRNOG00000048649	Murinae	0.34150	0.66990
ENSMUSG00000102388	ortholog_many2many	ENSRNOG00000046743	Murinae	0.40900	0.78600
ENSMUSG00000102388	ortholog_many2many	ENSRNOG00000050936	Murinae	0.46980	1.08790
ENSMUSG00000102388	ortholog_many2many	ENSRNOG00000047024	Murinae	0.40080	0.70130
ENSMUSG00000102388	ortholog_many2many	ENSRNOG00000050154	Murinae	0.44830	0.94720
ENSMUSG00000102388	ortholog_many2many	ENSRNOG00000045603	Murinae	0.27130	0.62720
ENSMUSG00000102388	ortholog_many2many	ENSRNOG00000049800	Murinae	0.31620	0.62010
ENSMUSG00000102388	ortholog_many2many	ENSRNOG00000048311	Murinae	0.34180	0.68630
ENSMUSG00000102388	ortholog_many2many	ENSRNOG00000047245	Murinae	0.32680	0.74960
ENSMUSG00000102388	ortholog_many2many	ENSRNOG00000050592	Murinae	0.32610	0.88280
ENSMUSG00000102388	ortholog_many2many	ENSRNOG00000048792	Murinae	0.46670	1.43250
ENSMUSG00000102388	ortholog_many2many	ENSRNOG00000047389	Murinae	0.39900	0.74580
ENSMUSG00000052154					
ENSMUSG00000095765	ortholog_many2many	ENSRNOG00000046129	Murinae	0.06520	0.27520
ENSMUSG00000095765	ortholog_many2many	ENSRNOG00000048856	Murinae	0.04990	0.25590
ENSMUSG00000082227					
ENSMUSG00000095316	ortholog_one2many	ENSRNOG00000046702	Murinae	0.11750	0.10130
ENSMUSG00000095316	ortholog_one2many	ENSRNOG00000048392	Murinae	0.11750	0.10130
ENSMUSG00000095316	ortholog_one2many	ENSRNOG00000031720	Murinae	0.09540	0.09810
ENSMUSG00000080832					
ENSMUSG00000021549	ortholog_one2one	ENSRNOG00000029185	Murinae	0.00660	0.14270
ENSMUSG00000033126	ortholog_one2one	ENSRNOG00000021365	Murinae	0.03940	0.16790
ENSMUSG00000097368					
ENSMUSG00000103532					
ENSMUSG00000091764	ortholog_one2one	ENSRNOG00000042504	Murinae	0.06180	0.32230
ENSMUSG00000031438	ortholog_one2one	ENSRNOG00000043123	Murinae	0.00910	0.13430
ENSMUSG00000097213					
ENSMUSG00000100079	ortholog_one2many	ENSRNOG00000031068	Murinae	0.14780	0.23640
ENSMUSG00000040009	ortholog_one2one	ENSRNOG00000001313	Murinae	0.00230	0.42110
ENSMUSG00000094962					
ENSMUSG00000090539	ortholog_many2many	ENSRNOG00000046576	Murinae	0.38500	0.66970
ENSMUSG00000090539	ortholog_many2many	ENSRNOG00000047912	Murinae	0.42710	0.73410
ENSMUSG00000090539	ortholog_many2many	ENSRNOG00000048686	Murinae	0.39640	0.59100
ENSMUSG00000090539	ortholog_many2many	ENSRNOG00000031939	Murinae	0.40890	0.77680
ENSMUSG00000090539	ortholog_many2many	ENSRNOG00000049194	Murinae	0.38140	0.58910
ENSMUSG00000090539	ortholog_many2many	ENSRNOG00000046855	Murinae	0.44370	0.75500
ENSMUSG00000090539	ortholog_many2many	ENSRNOG00000048486	Murinae	0.44350	0.53500
ENSMUSG00000090539	ortholog_many2many	ENSRNOG00000049939	Murinae	0.41640	0.76440
ENSMUSG00000090539	ortholog_many2many	ENSRNOG00000045737	Murinae	0.38500	0.66970
ENSMUSG00000090539	ortholog_many2many	ENSRNOG00000049503	Murinae	0.38580	0.66480
ENSMUSG00000090539	ortholog_many2many	ENSRNOG00000027431	Murinae	0.40360	0.68160
ENSMUSG00000090539	ortholog_many2many	ENSRNOG00000045699	Murinae	0.51750	1.47890
ENSMUSG00000090539	ortholog_many2many	ENSRNOG00000046623	Murinae	0.56900	1.01850
ENSMUSG00000090539	ortholog_many2many	ENSRNOG00000046132	Murinae	0.42150	0.75780
ENSMUSG00000090539	ortholog_many2many	ENSRNOG00000046536	Murinae	0.42320	0.76390
ENSMUSG00000090539	ortholog_many2many	ENSRNOG00000049435	Murinae	0.50870	0.89380
ENSMUSG00000090539	ortholog_many2many	ENSRNOG00000047581	Murinae	0.44410	0.77270
ENSMUSG00000090539	ortholog_many2many	ENSRNOG00000033341	Murinae	0.38570	0.64670
ENSMUSG00000090539	ortholog_many2many	ENSRNOG00000049881	Murinae	0.44370	0.75500
ENSMUSG00000090539	ortholog_many2many	ENSRNOG00000047003	Murinae	0.42250	0.71890
ENSMUSG00000090539	ortholog_many2many	ENSRNOG00000049069	Murinae	0.62000	0.99010
ENSMUSG00000090539	ortholog_many2many	ENSRNOG00000047075	Murinae	0.43150	0.65530
ENSMUSG00000095236	ortholog_one2one	ENSRNOG00000032535	Murinae	0.03440	0.17760
ENSMUSG00000086194					
ENSMUSG00000046242					
ENSMUSG00000069379	ortholog_many2many	ENSRNOG00000026827	Murinae	0.06680	0.26230
ENSMUSG00000069379	ortholog_many2many	ENSRNOG00000038259	Murinae	0.07190	0.24680
ENSMUSG00000069379	ortholog_many2many	ENSRNOG00000026251	Murinae	0.09590	0.22000
ENSMUSG00000069379	ortholog_many2many	ENSRNOG00000012938	Murinae	0.03690	0.27210
ENSMUSG00000083938					
ENSMUSG00000043939	ortholog_many2many	ENSRNOG00000032086	Murinae	0.51990	0.45050
ENSMUSG00000043939	ortholog_many2many	ENSRNOG00000042230	Murinae	0.45620	0.35790
ENSMUSG00000043939	ortholog_many2many	ENSRNOG00000042468	Murinae	0.57480	0.49590
ENSMUSG00000062518	ortholog_one2many	ENSRNOG00000011675	Murinae	0.29700	0.93810
ENSMUSG00000068200					
ENSMUSG00000091037					
ENSMUSG00000093470					
ENSMUSG00000082019					
ENSMUSG00000097908					
ENSMUSG00000060397	ortholog_one2one	ENSRNOG00000031459	Murinae	0.06600	0.14410
ENSMUSG00000097018					
ENSMUSG00000020387	ortholog_one2one	ENSRNOG00000004956	Murinae	0.01230	0.14380
ENSMUSG00000061833					
ENSMUSG00000090386					
ENSMUSG00000027709	ortholog_one2one	ENSRNOG00000013293	Murinae	0.02370	0.22540
ENSMUSG00000082090					
ENSMUSG00000097559					
ENSMUSG00000029650	ortholog_one2one	ENSRNOG00000000937	Murinae	0.05450	0.26580
ENSMUSG00000073960	ortholog_many2many	ENSRNOG00000048866	Murinae	0.05230	0.20050
ENSMUSG00000073960	ortholog_many2many	ENSRNOG00000045576	Murinae	0.07090	0.18430
ENSMUSG00000073960	ortholog_many2many	ENSRNOG00000050328	Murinae	0.05900	0.21140
ENSMUSG00000100737					
ENSMUSG00000068814	ortholog_one2one	ENSRNOG00000049572	Murinae	0.02790	0.22900
ENSMUSG00000102275					
ENSMUSG00000047228	ortholog_one2one	ENSRNOG00000007247	Murinae	0.09700	0.25800
ENSMUSG00000025410	ortholog_one2one	ENSRNOG00000025481	Murinae	0.00700	0.19950
ENSMUSG00000100239					
ENSMUSG00000097287					
ENSMUSG00000024767	ortholog_one2one	ENSRNOG00000021175	Murinae	0.00000	0.21060
ENSMUSG00000001288	ortholog_one2one	ENSRNOG00000012499	Eutheria	0.04530	0.38370
ENSMUSG00000071984	ortholog_one2one	ENSRNOG00000030210	Murinae	0.09060	0.23650
ENSMUSG00000025574	ortholog_one2one	ENSRNOG00000047314	Murinae	0.04220	0.31810
ENSMUSG00000036256	ortholog_one2one	ENSRNOG00000002050	Murinae	0.01650	0.15420
ENSMUSG00000100714					
ENSMUSG00000097228					
ENSMUSG00000043911	ortholog_one2many	ENSRNOG00000030000	Murinae	0.01450	0.17410
ENSMUSG00000043911	ortholog_one2many	ENSRNOG00000047334	Murinae	0.01450	0.17410
ENSMUSG00000043911	ortholog_one2many	ENSRNOG00000047687	Murinae	0.01450	0.17410
ENSMUSG00000015342	ortholog_one2one	ENSRNOG00000003749	Murinae	0.04220	0.20090
ENSMUSG00000024597	ortholog_one2one	ENSRNOG00000015971	Murinae	0.00970	0.21340
ENSMUSG00000085534					
ENSMUSG00000085593					
ENSMUSG00000034023	ortholog_one2one	ENSRNOG00000024475	Murinae	0.04170	0.17450
ENSMUSG00000078161	ortholog_one2one	ENSRNOG00000009533	Murinae	0.09040	0.27570
ENSMUSG00000055917	ortholog_one2one	ENSRNOG00000045854	Murinae	0.06490	0.18030
ENSMUSG00000004934	ortholog_one2one	ENSRNOG00000020230	Murinae	0.00610	0.20030
ENSMUSG00000036934	ortholog_one2one	ENSRNOG00000017090	Murinae	0.00000	0.09250
ENSMUSG00000097352					
ENSMUSG00000102276					
ENSMUSG00000097191					
ENSMUSG00000021572	ortholog_one2one	ENSRNOG00000015465	Murinae	0.03390	0.17330
ENSMUSG00000024561	ortholog_one2one	ENSRNOG00000024104	Murinae	0.11970	0.15060
ENSMUSG00000094203					
ENSMUSG00000082054					
ENSMUSG00000099532					
ENSMUSG00000104313					
ENSMUSG00000039954	ortholog_one2one	ENSRNOG00000027066	Murinae	0.01470	0.17330
ENSMUSG00000094844					
ENSMUSG00000097338					
ENSMUSG00000002679	ortholog_one2one	ENSRNOG00000006976	Murinae	0.01340	0.11940
ENSMUSG00000099655					
ENSMUSG00000100255					
ENSMUSG00000024664	ortholog_one2one	ENSRNOG00000020385	Murinae	0.00510	0.17330
ENSMUSG00000037997	ortholog_one2one	ENSRNOG00000020002	Murinae	0.00130	0.12360
ENSMUSG00000095560					
ENSMUSG00000090129	ortholog_one2many	ENSRNOG00000010749	Murinae	0.05600	0.30070
ENSMUSG00000049235					
ENSMUSG00000005054	ortholog_one2one	ENSRNOG00000001201	Murinae	0.07630	0.21320
ENSMUSG00000097584					
ENSMUSG00000082424					
ENSMUSG00000095383	ortholog_many2many	ENSRNOG00000048104	Murinae	0.14980	0.20870
ENSMUSG00000095383	ortholog_many2many	ENSRNOG00000048505	Murinae	0.14480	0.20650
ENSMUSG00000095383	ortholog_many2many	ENSRNOG00000049710	Murinae	0.15000	0.22100
ENSMUSG00000068182	ortholog_one2many	ENSRNOG00000050294	Murinae	0.04680	0.17400
ENSMUSG00000087424					
ENSMUSG00000097491					
ENSMUSG00000045954	ortholog_one2one	ENSRNOG00000025895	Murinae	0.02880	0.18270
ENSMUSG00000045776	ortholog_one2many	ENSRNOG00000049723	Murinae	0.09000	0.21470
ENSMUSG00000045776	ortholog_one2many	ENSRNOG00000047131	Murinae	0.09000	0.21470
ENSMUSG00000097583					
ENSMUSG00000075553					
ENSMUSG00000028184	ortholog_one2one	ENSRNOG00000032660	Murinae	0.01770	0.28440
ENSMUSG00000029436	ortholog_one2one	ENSRNOG00000023643	Murinae	0.01150	0.21510
ENSMUSG00000022844	ortholog_one2many	ENSRNOG00000046127	Murinae	0.01960	0.26140
ENSMUSG00000022844	ortholog_one2many	ENSRNOG00000032327	Murinae	0.01600	0.24340
ENSMUSG00000091318	ortholog_many2many	ENSRNOG00000031180	Murinae	0.09120	0.30960
ENSMUSG00000091318	ortholog_many2many	ENSRNOG00000050861	Murinae	0.38190	0.78240
ENSMUSG00000091318	ortholog_many2many	ENSRNOG00000046441	Murinae	0.37850	0.80990
ENSMUSG00000091318	ortholog_many2many	ENSRNOG00000050269	Murinae	0.37850	0.80990
ENSMUSG00000091318	ortholog_many2many	ENSRNOG00000050153	Murinae	0.38780	0.81310
ENSMUSG00000082788					
ENSMUSG00000023902	ortholog_one2one	ENSRNOG00000021782	Murinae	0.08190	0.22590
ENSMUSG00000026443	ortholog_one2one	ENSRNOG00000009691	Murinae	0.01700	0.13870
ENSMUSG00000094564					
ENSMUSG00000097639					
ENSMUSG00000092433					
ENSMUSG00000090465					
ENSMUSG00000045757	ortholog_many2many	ENSRNOG00000046480	Murinae	0.10250	0.29440
ENSMUSG00000045757	ortholog_many2many	ENSRNOG00000031003	Murinae	0.13000	0.30440
ENSMUSG00000024785	ortholog_one2one	ENSRNOG00000015491	Mammalia	0.32420	0.64220
ENSMUSG00000029272	ortholog_one2one	ENSRNOG00000001957	Murinae	0.06680	0.27530
ENSMUSG00000023961	ortholog_one2one	ENSRNOG00000010174	Murinae	0.06330	0.21440
ENSMUSG00000097599					
ENSMUSG00000103274					
ENSMUSG00000082023					
ENSMUSG00000075045	ortholog_one2one	ENSRNOG00000049934	Murinae	1.34710	1.59460
ENSMUSG00000042774	ortholog_one2one	ENSRNOG00000049781	Murinae	0.10570	0.53500
ENSMUSG00000092225					
ENSMUSG00000075184					
ENSMUSG00000080933	ortholog_one2many	ENSRNOG00000040010	Murinae	0.20000	0.28580
ENSMUSG00000045867	ortholog_one2one	ENSRNOG00000008507	Eutheria	0.33470	0.61060
ENSMUSG00000023104	ortholog_one2one	ENSRNOG00000001457	Murinae	0.01020	0.26440
ENSMUSG00000081893					
ENSMUSG00000041712	ortholog_one2one	ENSRNOG00000008108	Murinae	0.03810	0.16180
ENSMUSG00000097339					
ENSMUSG00000094361	ortholog_one2many	ENSRNOG00000030417	Murinae	0.15000	0.33100
ENSMUSG00000043671	ortholog_one2one	ENSRNOG00000021573	Murinae	0.01300	0.20430
ENSMUSG00000101434					
ENSMUSG00000095689	ortholog_many2many	ENSRNOG00000046089	Murinae	0.11170	0.17340
ENSMUSG00000095689	ortholog_many2many	ENSRNOG00000048283	Murinae	0.09510	0.16630
ENSMUSG00000095689	ortholog_many2many	ENSRNOG00000046187	Murinae	0.12310	0.17080
ENSMUSG00000095689	ortholog_many2many	ENSRNOG00000048099	Murinae	0.10610	0.09700
ENSMUSG00000095689	ortholog_many2many	ENSRNOG00000046580	Murinae	0.11750	0.13060
ENSMUSG00000095689	ortholog_many2many	ENSRNOG00000046681	Murinae	0.09840	0.14330
ENSMUSG00000095689	ortholog_many2many	ENSRNOG00000048543	Murinae	0.08310	0.14410
ENSMUSG00000095689	ortholog_many2many	ENSRNOG00000046808	Murinae	0.20930	0.28670
ENSMUSG00000095689	ortholog_many2many	ENSRNOG00000045549	Murinae	0.09410	0.14030
ENSMUSG00000048012					
ENSMUSG00000023020	ortholog_one2one	ENSRNOG00000021373	Murinae	0.00810	0.23860
ENSMUSG00000028584	ortholog_one2one	ENSRNOG00000015264	Murinae	0.01930	0.15670
ENSMUSG00000060268	ortholog_one2one	ENSRNOG00000031494	Murinae	0.05550	0.27520
ENSMUSG00000021797					
ENSMUSG00000050138	ortholog_one2one	ENSRNOG00000016110	Murinae	0.00270	0.22450
ENSMUSG00000097252					
ENSMUSG00000082360					
ENSMUSG00000048191	ortholog_one2one	ENSRNOG00000019764	Murinae	0.13770	0.32790
ENSMUSG00000026358	ortholog_one2one	ENSRNOG00000003895	Murinae	0.02410	0.18880
ENSMUSG00000029409	ortholog_one2one	ENSRNOG00000049036	Murinae	0.14150	0.29120
ENSMUSG00000035033	ortholog_one2one	ENSRNOG00000005049	Boreoeutheria	0.01950	0.12460
ENSMUSG00000076598					
ENSMUSG00000097025					
ENSMUSG00000102216					
ENSMUSG00000028890	ortholog_one2many	ENSRNOG00000050240	Murinae	0.00810	0.08460
ENSMUSG00000028890	ortholog_one2many	ENSRNOG00000025724	Murinae	0.00810	0.08460
ENSMUSG00000096935					
ENSMUSG00000079597	ortholog_many2many	ENSRNOG00000030984	Murinae	0.31490	0.87220
ENSMUSG00000079597	ortholog_many2many	ENSRNOG00000050586	Murinae	0.17390	0.37520
ENSMUSG00000079597	ortholog_many2many	ENSRNOG00000050110	Murinae	0.19640	0.41410
ENSMUSG00000079597	ortholog_many2many	ENSRNOG00000047181	Murinae	0.19510	0.46930
ENSMUSG00000100485					
ENSMUSG00000045794	ortholog_one2one	ENSRNOG00000024815	Murinae	0.12370	0.18270
ENSMUSG00000094678	ortholog_one2many	ENSRNOG00000049191	Murinae	0.05850	0.27810
