Mouse_gene_Ensembl_id	Zebrafish_ortholog_Ensembl_id	Ensembl_gene_tree_id
ENSMUSG00000046637	ENSDARG00000091221	ENSGT00390000003047
ENSMUSG00000039128	ENSDARG00000075025	ENSGT00390000003057
ENSMUSG00000010154	ENSDARG00000003084	ENSGT00390000003058
ENSMUSG00000027076	ENSDARG00000069116	ENSGT00390000003068
ENSMUSG00000078584	ENSDARG00000071211	ENSGT00390000003084
ENSMUSG00000020079	ENSDARG00000077728	ENSGT00390000003100
ENSMUSG00000050627	ENSDARG00000040024	ENSGT00390000003114
ENSMUSG00000029446	ENSDARG00000040314	ENSGT00390000003115
ENSMUSG00000024150	ENSDARG00000039757	ENSGT00390000003130
ENSMUSG00000026028	ENSDARG00000078872	ENSGT00390000003132
ENSMUSG00000041471	ENSDARG00000038686	ENSGT00390000003133
ENSMUSG00000030788	ENSDARG00000041802	ENSGT00390000003145
ENSMUSG00000024902	ENSDARG00000013075	ENSGT00390000003153
ENSMUSG00000026209	ENSDARG00000022599	ENSGT00390000003164
ENSMUSG00000051984	ENSDARG00000002916	ENSGT00390000003175
ENSMUSG00000035325	ENSDARG00000021082	ENSGT00390000003175
ENSMUSG00000033439	ENSDARG00000042701	ENSGT00390000003182
ENSMUSG00000018509	ENSDARG00000092285	ENSGT00390000003183
ENSMUSG00000022774	ENSDARG00000014898	ENSGT00390000003197
ENSMUSG00000029452	ENSDARG00000077155	ENSGT00390000003209
ENSMUSG00000023068	ENSDARG00000027813	ENSGT00390000003223
ENSMUSG00000015342	ENSDARG00000056618	ENSGT00390000003231
ENSMUSG00000031258	ENSDARG00000044011	ENSGT00390000003231
ENSMUSG00000057572	ENSDARG00000016368	ENSGT00390000003245
ENSMUSG00000031546	ENSDARG00000016044	ENSGT00390000003246
ENSMUSG00000103104	ENSDARG00000035264	ENSGT00390000003255
ENSMUSG00000071073	ENSDARG00000063411	ENSGT00390000003256
ENSMUSG00000021143	ENSDARG00000078185	ENSGT00390000003281
ENSMUSG00000030315	ENSDARG00000040114	ENSGT00390000003282
ENSMUSG00000031872	ENSDARG00000087413	ENSGT00390000003283
ENSMUSG00000036099	ENSDARG00000075215	ENSGT00390000003290
ENSMUSG00000092417	ENSDARG00000053995	ENSGT00390000003292
ENSMUSG00000028188	ENSDARG00000094327	ENSGT00390000003298
ENSMUSG00000003604	ENSDARG00000002894	ENSGT00390000003299
ENSMUSG00000022369	ENSDARG00000090447	ENSGT00390000003305
ENSMUSG00000066042	ENSDARG00000041237	ENSGT00390000003312
ENSMUSG00000028744	ENSDARG00000043624	ENSGT00390000003344
ENSMUSG00000027424	ENSDARG00000016656	ENSGT00390000003349
ENSMUSG00000026430	ENSDARG00000070601	ENSGT00390000003367
ENSMUSG00000025795	ENSDARG00000059064	ENSGT00390000003367
ENSMUSG00000027855	ENSDARG00000003904	ENSGT00390000003368
ENSMUSG00000040263	ENSDARG00000017730	ENSGT00390000003374
ENSMUSG00000029591	ENSDARG00000042527	ENSGT00390000003405
ENSMUSG00000001105	ENSDARG00000040556	ENSGT00390000003413
ENSMUSG00000002032	ENSDARG00000077203	ENSGT00390000003414
ENSMUSG00000034872	ENSDARG00000053074	ENSGT00390000003420
ENSMUSG00000039131	ENSDARG00000009488	ENSGT00390000003420
ENSMUSG00000019433	ENSDARG00000010771	ENSGT00390000003420
ENSMUSG00000063019	ENSDARG00000059853	ENSGT00390000003422
ENSMUSG00000025410	ENSDARG00000031388	ENSGT00390000003427
ENSMUSG00000029246	ENSDARG00000004517	ENSGT00390000003428
ENSMUSG00000040112	ENSDARG00000038456	ENSGT00390000003443
ENSMUSG00000008200	ENSDARG00000051800	ENSGT00390000003450
ENSMUSG00000042520	ENSDARG00000063219	ENSGT00390000003453
ENSMUSG00000043542	ENSDARG00000027915	ENSGT00390000003459
ENSMUSG00000028690	ENSDARG00000043877	ENSGT00390000003464
ENSMUSG00000020630	ENSDARG00000042571	ENSGT00390000003466
ENSMUSG00000025489	ENSDARG00000091273	ENSGT00390000003476
ENSMUSG00000055681	ENSDARG00000018562	ENSGT00390000003478
ENSMUSG00000028159	ENSDARG00000039535	ENSGT00390000003480
ENSMUSG00000044469	ENSDARG00000086457	ENSGT00390000003488
ENSMUSG00000074345	ENSDARG00000088709	ENSGT00390000003488
ENSMUSG00000042719	ENSDARG00000075446	ENSGT00390000003496
ENSMUSG00000034620	ENSDARG00000063414	ENSGT00390000003526
ENSMUSG00000095098	ENSDARG00000061543	ENSGT00390000003531
ENSMUSG00000022114	ENSDARG00000078308	ENSGT00390000003535
ENSMUSG00000037211	ENSDARG00000024286	ENSGT00390000003535
ENSMUSG00000042747	ENSDARG00000070386	ENSGT00390000003552
ENSMUSG00000015659	ENSDARG00000056121	ENSGT00390000003560
ENSMUSG00000001707	ENSDARG00000071774	ENSGT00390000003564
ENSMUSG00000002210	ENSDARG00000076627	ENSGT00390000003568
ENSMUSG00000048647	ENSDARG00000067759	ENSGT00390000003581
ENSMUSG00000031917	ENSDARG00000059075	ENSGT00390000003591
ENSMUSG00000070577	ENSDARG00000098029	ENSGT00390000003592
ENSMUSG00000039670	ENSDARG00000091429	ENSGT00390000003596
ENSMUSG00000029229	ENSDARG00000022690	ENSGT00390000003601
ENSMUSG00000031327	ENSDARG00000053166	ENSGT00390000003601
ENSMUSG00000041147	ENSDARG00000079015	ENSGT00390000003602
ENSMUSG00000037166	ENSDARG00000017710	ENSGT00390000003608
ENSMUSG00000078485	ENSDARG00000087844	ENSGT00390000003618
ENSMUSG00000029029	ENSDARG00000009557	ENSGT00390000003623
ENSMUSG00000027893	ENSDARG00000056331	ENSGT00390000003626
ENSMUSG00000037935	ENSDARG00000016871	ENSGT00390000003628
ENSMUSG00000031753	ENSDARG00000054264	ENSGT00390000003662
ENSMUSG00000018196	ENSDARG00000042631	ENSGT00390000003677
ENSMUSG00000028221	ENSDARG00000056034	ENSGT00390000003680
ENSMUSG00000022044	ENSDARG00000030106	ENSGT00390000003691
ENSMUSG00000027309	ENSDARG00000079056	ENSGT00390000003692
ENSMUSG00000053329	ENSDARG00000020618	ENSGT00390000003706
ENSMUSG00000039221	ENSDARG00000010244	ENSGT00390000003719
ENSMUSG00000050503	ENSDARG00000096995	ENSGT00390000003748
ENSMUSG00000029130	ENSDARG00000060035	ENSGT00390000003759
ENSMUSG00000029022	ENSDARG00000088346	ENSGT00390000003768
ENSMUSG00000024387	ENSDARG00000077776	ENSGT00390000003781
ENSMUSG00000016833	ENSDARG00000069624	ENSGT00390000003791
ENSMUSG00000031143	ENSDARG00000052379	ENSGT00390000003809
ENSMUSG00000034509	ENSDARG00000020039	ENSGT00390000003812
ENSMUSG00000052456	ENSDARG00000018190	ENSGT00390000003817
ENSMUSG00000013833	ENSDARG00000040779	ENSGT00390000003821
ENSMUSG00000026798	ENSDARG00000059759	ENSGT00390000003828
ENSMUSG00000024594	ENSDARG00000044304	ENSGT00390000003837
ENSMUSG00000025911	ENSDARG00000053518	ENSGT00390000003849
ENSMUSG00000036330	ENSDARG00000078157	ENSGT00390000003851
ENSMUSG00000037455	ENSDARG00000044047	ENSGT00390000003851
ENSMUSG00000020309	ENSDARG00000055078	ENSGT00390000003855
ENSMUSG00000047586	ENSDARG00000035326	ENSGT00390000003865
ENSMUSG00000041556	ENSDARG00000070355	ENSGT00390000003865
ENSMUSG00000028847	ENSDARG00000045364	ENSGT00390000003880
ENSMUSG00000027411	ENSDARG00000059902	ENSGT00390000003896
ENSMUSG00000038225	ENSDARG00000033273	ENSGT00390000003901
ENSMUSG00000035585	ENSDARG00000061370	ENSGT00390000003912
ENSMUSG00000045201	ENSDARG00000063215	ENSGT00390000003913
ENSMUSG00000031931	ENSDARG00000023508	ENSGT00390000003919
ENSMUSG00000031371	ENSDARG00000037432	ENSGT00390000003937
ENSMUSG00000029346	ENSDARG00000059028	ENSGT00390000003948
ENSMUSG00000021240	ENSDARG00000061770	ENSGT00390000003950
ENSMUSG00000031378	ENSDARG00000074876	ENSGT00390000003950
ENSMUSG00000055782	ENSDARG00000059409	ENSGT00390000003950
ENSMUSG00000032415	ENSDARG00000026178	ENSGT00390000003986
ENSMUSG00000062352	ENSDARG00000007169	ENSGT00390000003990
ENSMUSG00000029094	ENSDARG00000055284	ENSGT00390000003998
ENSMUSG00000025083	ENSDARG00000074806	ENSGT00390000003998
ENSMUSG00000038759	ENSDARG00000042530	ENSGT00390000004003
ENSMUSG00000034345	ENSDARG00000056099	ENSGT00390000004028
ENSMUSG00000044894	ENSDARG00000029064	ENSGT00390000004029
ENSMUSG00000015189	ENSDARG00000023900	ENSGT00390000004037
ENSMUSG00000022339	ENSDARG00000040021	ENSGT00390000004040
ENSMUSG00000002416	ENSDARG00000045490	ENSGT00390000004044
ENSMUSG00000087247	ENSDARG00000074387	ENSGT00390000004054
ENSMUSG00000062797	ENSDARG00000040546	ENSGT00390000004056
ENSMUSG00000075419	ENSDARG00000076991	ENSGT00390000004067
ENSMUSG00000042055	ENSDARG00000075245	ENSGT00390000004068
ENSMUSG00000028688	ENSDARG00000077544	ENSGT00390000004077
ENSMUSG00000033904	ENSDARG00000086359	ENSGT00390000004090
ENSMUSG00000051671	ENSDARG00000092677	ENSGT00390000004094
ENSMUSG00000020212	ENSDARG00000045675	ENSGT00390000004106
ENSMUSG00000002329	ENSDARG00000088040	ENSGT00390000004110
ENSMUSG00000063200	ENSDARG00000075795	ENSGT00390000004118
ENSMUSG00000025971	ENSDARG00000069671	ENSGT00390000004145
ENSMUSG00000029440	ENSDARG00000006300	ENSGT00390000004147
ENSMUSG00000034906	ENSDARG00000061468	ENSGT00390000004149
ENSMUSG00000050132	ENSDARG00000010610	ENSGT00390000004155
ENSMUSG00000046082	ENSDARG00000035388	ENSGT00390000004161
ENSMUSG00000049957	ENSDARG00000038374	ENSGT00390000004169
ENSMUSG00000039108	ENSDARG00000025386	ENSGT00390000004174
ENSMUSG00000025591	ENSDARG00000008068	ENSGT00390000004179
ENSMUSG00000019945	ENSDARG00000086310	ENSGT00390000004181
ENSMUSG00000036046	ENSDARG00000068830	ENSGT00390000004190
ENSMUSG00000028850	ENSDARG00000052747	ENSGT00390000004191
ENSMUSG00000029725	ENSDARG00000068916	ENSGT00390000004198
ENSMUSG00000026683	ENSDARG00000034624	ENSGT00390000004199
ENSMUSG00000017307	ENSDARG00000014138	ENSGT00390000004207
ENSMUSG00000020781	ENSDARG00000036844	ENSGT00390000004214
ENSMUSG00000070806	ENSDARG00000017055	ENSGT00390000004248
ENSMUSG00000020566	ENSDARG00000070440	ENSGT00390000004263
ENSMUSG00000021906	ENSDARG00000062664	ENSGT00390000004280
ENSMUSG00000040138	ENSDARG00000076569	ENSGT00390000004304
ENSMUSG00000075376	ENSDARG00000063050	ENSGT00390000004311
ENSMUSG00000069844	ENSDARG00000067593	ENSGT00390000004323
ENSMUSG00000015776	ENSDARG00000014148	ENSGT00390000004339
ENSMUSG00000053604	ENSDARG00000056640	ENSGT00390000004352
ENSMUSG00000021981	ENSDARG00000036658	ENSGT00390000004360
ENSMUSG00000036707	ENSDARG00000043451	ENSGT00390000004360
ENSMUSG00000043648	ENSDARG00000059951	ENSGT00390000004368
ENSMUSG00000024404	ENSDARG00000042751	ENSGT00390000004370
ENSMUSG00000022035	ENSDARG00000021753	ENSGT00390000004380
ENSMUSG00000022476	ENSDARG00000038399	ENSGT00390000004383
ENSMUSG00000026319	ENSDARG00000038043	ENSGT00390000004385
ENSMUSG00000022545	ENSDARG00000014161	ENSGT00390000004394
ENSMUSG00000030718	ENSDARG00000009771	ENSGT00390000004396
ENSMUSG00000026839	ENSDARG00000036833	ENSGT00390000004400
ENSMUSG00000020407	ENSDARG00000040869	ENSGT00390000004400
ENSMUSG00000029553	ENSDARG00000008423	ENSGT00390000004402
ENSMUSG00000023990	ENSDARG00000010794	ENSGT00390000004402
ENSMUSG00000060992	ENSDARG00000017844	ENSGT00390000004405
ENSMUSG00000014837	ENSDARG00000059529	ENSGT00390000004417
ENSMUSG00000062866	ENSDARG00000027172	ENSGT00390000004420
ENSMUSG00000038368	ENSDARG00000022020	ENSGT00390000004438
ENSMUSG00000021671	ENSDARG00000059982	ENSGT00390000004454
ENSMUSG00000027170	ENSDARG00000013931	ENSGT00390000004456
ENSMUSG00000038122	ENSDARG00000041734	ENSGT00390000004463
ENSMUSG00000039461	ENSDARG00000044194	ENSGT00390000004490
ENSMUSG00000048581	ENSDARG00000040582	ENSGT00390000004493
ENSMUSG00000025209	ENSDARG00000079969	ENSGT00390000004495
ENSMUSG00000009647	ENSDARG00000026804	ENSGT00390000004496
ENSMUSG00000096472	ENSDARG00000094176	ENSGT00390000004527
ENSMUSG00000028551	ENSDARG00000057610	ENSGT00390000004527
ENSMUSG00000040302	ENSDARG00000033754	ENSGT00390000004541
ENSMUSG00000055128	ENSDARG00000037040	ENSGT00390000004542
ENSMUSG00000031590	ENSDARG00000056504	ENSGT00390000004552
ENSMUSG00000026192	ENSDARG00000016706	ENSGT00390000004553
ENSMUSG00000014313	ENSDARG00000038577	ENSGT00390000004573
ENSMUSG00000020085	ENSDARG00000077549	ENSGT00390000004582
ENSMUSG00000035933	ENSDARG00000008235	ENSGT00390000004586
ENSMUSG00000057228	ENSDARG00000011410	ENSGT00390000004594
ENSMUSG00000048186	ENSDARG00000063186	ENSGT00390000004595
ENSMUSG00000079036	ENSDARG00000071164	ENSGT00390000004599
ENSMUSG00000037470	ENSDARG00000054746	ENSGT00390000004600
ENSMUSG00000042104	ENSDARG00000062089	ENSGT00390000004600
ENSMUSG00000029176	ENSDARG00000032237	ENSGT00390000004612
ENSMUSG00000028331	ENSDARG00000037245	ENSGT00390000004643
ENSMUSG00000024997	ENSDARG00000032102	ENSGT00390000004653
ENSMUSG00000028691	ENSDARG00000058734	ENSGT00390000004653
ENSMUSG00000025289	ENSDARG00000069013	ENSGT00390000004653
ENSMUSG00000034435	ENSDARG00000054122	ENSGT00390000004660
ENSMUSG00000022753	ENSDARG00000009430	ENSGT00390000004660
ENSMUSG00000025894	ENSDARG00000037501	ENSGT00390000004663
ENSMUSG00000009214	ENSDARG00000026001	ENSGT00390000004668
ENSMUSG00000014907	ENSDARG00000057929	ENSGT00390000004697
ENSMUSG00000029149	ENSDARG00000090072	ENSGT00390000004700
ENSMUSG00000029617	ENSDARG00000056559	ENSGT00390000004713
ENSMUSG00000037628	ENSDARG00000039130	ENSGT00390000004717
ENSMUSG00000032059	ENSDARG00000012840	ENSGT00390000004731
ENSMUSG00000031756	ENSDARG00000043640	ENSGT00390000004738
ENSMUSG00000038286	ENSDARG00000086400	ENSGT00390000004746
ENSMUSG00000038160	ENSDARG00000023396	ENSGT00390000004766
ENSMUSG00000033429	ENSDARG00000045428	ENSGT00390000004772
ENSMUSG00000027637	ENSDARG00000074790	ENSGT00390000004786
ENSMUSG00000041406	ENSDARG00000042120	ENSGT00390000004791
ENSMUSG00000029500	ENSDARG00000035608	ENSGT00390000004796
ENSMUSG00000045662	ENSDARG00000018871	ENSGT00390000004798
ENSMUSG00000040034	ENSDARG00000043884	ENSGT00390000004803
ENSMUSG00000042616	ENSDARG00000079561	ENSGT00390000004808
ENSMUSG00000037111	ENSDARG00000038858	ENSGT00390000004827
ENSMUSG00000048351	ENSDARG00000019355	ENSGT00390000004835
ENSMUSG00000029103	ENSDARG00000033604	ENSGT00390000004855
ENSMUSG00000003824	ENSDARG00000058375	ENSGT00390000004872
ENSMUSG00000035273	ENSDARG00000063634	ENSGT00390000004874
ENSMUSG00000074852	ENSDARG00000078163	ENSGT00390000004874
ENSMUSG00000045624	ENSDARG00000008740	ENSGT00390000004881
ENSMUSG00000021431	ENSDARG00000039989	ENSGT00390000004886
ENSMUSG00000036061	ENSDARG00000063611	ENSGT00390000004897
ENSMUSG00000031903	ENSDARG00000090495	ENSGT00390000004902
ENSMUSG00000033427	ENSDARG00000011521	ENSGT00390000004906
ENSMUSG00000031786	ENSDARG00000075654	ENSGT00390000004913
ENSMUSG00000022358	ENSDARG00000040277	ENSGT00390000004915
ENSMUSG00000038365	ENSDARG00000075172	ENSGT00390000004915
ENSMUSG00000021176	ENSDARG00000043740	ENSGT00390000004917
ENSMUSG00000027285	ENSDARG00000036781	ENSGT00390000004927
ENSMUSG00000031485	ENSDARG00000060288	ENSGT00390000004928
ENSMUSG00000037251	ENSDARG00000003208	ENSGT00390000004945
ENSMUSG00000014504	ENSDARG00000035699	ENSGT00390000004950
ENSMUSG00000027886	ENSDARG00000034457	ENSGT00390000004960
ENSMUSG00000019297	ENSDARG00000078442	ENSGT00390000004964
ENSMUSG00000058290	ENSDARG00000075354	ENSGT00390000004990
ENSMUSG00000025728	ENSDARG00000038097	ENSGT00390000004994
ENSMUSG00000039737	ENSDARG00000033126	ENSGT00390000005003
ENSMUSG00000021938	ENSDARG00000006621	ENSGT00390000005004
ENSMUSG00000031311	ENSDARG00000020482	ENSGT00390000005004
ENSMUSG00000028820	ENSDARG00000011564	ENSGT00390000005004
ENSMUSG00000027536	ENSDARG00000007418	ENSGT00390000005006
ENSMUSG00000030120	ENSDARG00000034616	ENSGT00390000005023
ENSMUSG00000048416	ENSDARG00000077301	ENSGT00390000005023
ENSMUSG00000040913	ENSDARG00000033551	ENSGT00390000005029
ENSMUSG00000035597	ENSDARG00000042080	ENSGT00390000005033
ENSMUSG00000028573	ENSDARG00000038667	ENSGT00390000005037
ENSMUSG00000052616	ENSDARG00000058587	ENSGT00390000005075
ENSMUSG00000049555	ENSDARG00000069423	ENSGT00390000005082
ENSMUSG00000026887	ENSDARG00000034174	ENSGT00390000005084
ENSMUSG00000042498	ENSDARG00000010331	ENSGT00390000005094
ENSMUSG00000005609	ENSDARG00000009170	ENSGT00390000005097
ENSMUSG00000004099	ENSDARG00000030756	ENSGT00390000005100
ENSMUSG00000069020	ENSDARG00000091198	ENSGT00390000005101
ENSMUSG00000027787	ENSDARG00000015676	ENSGT00390000005104
ENSMUSG00000055184	ENSDARG00000070621	ENSGT00390000005106
ENSMUSG00000028358	ENSDARG00000071469	ENSGT00390000005114
ENSMUSG00000001418	ENSDARG00000059354	ENSGT00390000005131
ENSMUSG00000037503	ENSDARG00000061929	ENSGT00390000005140
ENSMUSG00000034850	ENSDARG00000030981	ENSGT00390000005154
ENSMUSG00000021807	ENSDARG00000009253	ENSGT00390000005163
ENSMUSG00000028019	ENSDARG00000077588	ENSGT00390000005171
ENSMUSG00000032006	ENSDARG00000077677	ENSGT00390000005171
ENSMUSG00000031312	ENSDARG00000030176	ENSGT00390000005180
ENSMUSG00000030094	ENSDARG00000039754	ENSGT00390000005194
ENSMUSG00000025090	ENSDARG00000039937	ENSGT00390000005203
ENSMUSG00000004626	ENSDARG00000007603	ENSGT00390000005206
ENSMUSG00000027882	ENSDARG00000008142	ENSGT00390000005206
ENSMUSG00000030610	ENSDARG00000006145	ENSGT00390000005224
ENSMUSG00000006464	ENSDARG00000075169	ENSGT00390000005232
ENSMUSG00000023913	ENSDARG00000003584	ENSGT00390000005233
ENSMUSG00000035293	ENSDARG00000001313	ENSGT00390000005246
ENSMUSG00000041841	ENSDARG00000034291	ENSGT00390000005254
ENSMUSG00000044641	ENSDARG00000003865	ENSGT00390000005255
ENSMUSG00000029234	ENSDARG00000034600	ENSGT00390000005261
ENSMUSG00000030754	ENSDARG00000056557	ENSGT00390000005270
ENSMUSG00000043286	ENSDARG00000086554	ENSGT00390000005295
ENSMUSG00000025509	ENSDARG00000073955	ENSGT00390000005295
ENSMUSG00000032078	ENSDARG00000043542	ENSGT00390000005306
ENSMUSG00000039068	ENSDARG00000077581	ENSGT00390000005307
ENSMUSG00000067847	ENSDARG00000038076	ENSGT00390000005315
ENSMUSG00000037336	ENSDARG00000030263	ENSGT00390000005318
ENSMUSG00000061808	ENSDARG00000037191	ENSGT00390000005321
ENSMUSG00000024726	ENSDARG00000031102	ENSGT00390000005323
ENSMUSG00000005949	ENSDARG00000008890	ENSGT00390000005338
ENSMUSG00000029111	ENSDARG00000061411	ENSGT00390000005342
ENSMUSG00000059434	ENSDARG00000086620	ENSGT00390000005345
ENSMUSG00000033430	ENSDARG00000035379	ENSGT00390000005351
ENSMUSG00000001518	ENSDARG00000002174	ENSGT00390000005378
ENSMUSG00000074064	ENSDARG00000068779	ENSGT00390000005410
ENSMUSG00000026172	ENSDARG00000012295	ENSGT00390000005415
ENSMUSG00000027166	ENSDARG00000023927	ENSGT00390000005430
ENSMUSG00000054277	ENSDARG00000097583	ENSGT00390000005436
ENSMUSG00000006395	ENSDARG00000030166	ENSGT00390000005462
ENSMUSG00000057181	ENSDARG00000061257	ENSGT00390000005481
ENSMUSG00000029466	ENSDARG00000063005	ENSGT00390000005482
ENSMUSG00000020101	ENSDARG00000068784	ENSGT00390000005486
ENSMUSG00000032181	ENSDARG00000086288	ENSGT00390000005488
ENSMUSG00000037364	ENSDARG00000017762	ENSGT00390000005492
ENSMUSG00000026698	ENSDARG00000009113	ENSGT00390000005496
ENSMUSG00000021179	ENSDARG00000074726	ENSGT00390000005524
ENSMUSG00000015377	ENSDARG00000011605	ENSGT00390000005529
ENSMUSG00000026018	ENSDARG00000057688	ENSGT00390000005530
ENSMUSG00000062995	ENSDARG00000042608	ENSGT00390000005530
ENSMUSG00000037570	ENSDARG00000020840	ENSGT00390000005536
ENSMUSG00000004018	ENSDARG00000007885	ENSGT00390000005537
ENSMUSG00000002031	ENSDARG00000011240	ENSGT00390000005544
ENSMUSG00000026112	ENSDARG00000094833	ENSGT00390000005548
ENSMUSG00000038323	ENSDARG00000062425	ENSGT00390000005550
ENSMUSG00000020561	ENSDARG00000024416	ENSGT00390000005553
ENSMUSG00000026601	ENSDARG00000062355	ENSGT00390000005554
ENSMUSG00000001472	ENSDARG00000040861	ENSGT00390000005563
ENSMUSG00000053134	ENSDARG00000013461	ENSGT00390000005572
ENSMUSG00000074476	ENSDARG00000093622	ENSGT00390000005584
ENSMUSG00000029198	ENSDARG00000010021	ENSGT00390000005589
ENSMUSG00000020441	ENSDARG00000004525	ENSGT00390000005590
ENSMUSG00000035047	ENSDARG00000075380	ENSGT00390000005605
ENSMUSG00000053094	ENSDARG00000018825	ENSGT00390000005624
ENSMUSG00000028300	ENSDARG00000011837	ENSGT00390000005644
ENSMUSG00000047789	ENSDARG00000032769	ENSGT00390000005646
ENSMUSG00000032898	ENSDARG00000076611	ENSGT00390000005653
ENSMUSG00000030041	ENSDARG00000076731	ENSGT00390000005656
ENSMUSG00000004631	ENSDARG00000012138	ENSGT00390000005672
ENSMUSG00000001508	ENSDARG00000074156	ENSGT00390000005672
ENSMUSG00000024132	ENSDARG00000018002	ENSGT00390000005678
ENSMUSG00000021998	ENSDARG00000088098	ENSGT00390000005691
ENSMUSG00000016382	ENSDARG00000037655	ENSGT00390000005691
ENSMUSG00000049493	ENSDARG00000039272	ENSGT00390000005691
ENSMUSG00000021241	ENSDARG00000038154	ENSGT00390000005700
ENSMUSG00000036826	ENSDARG00000091650	ENSGT00390000005702
ENSMUSG00000030654	ENSDARG00000054578	ENSGT00390000005707
ENSMUSG00000028483	ENSDARG00000071237	ENSGT00390000005708
ENSMUSG00000022300	ENSDARG00000002267	ENSGT00390000005711
ENSMUSG00000020783	ENSDARG00000044597	ENSGT00390000005712
ENSMUSG00000008604	ENSDARG00000052975	ENSGT00390000005720
ENSMUSG00000025735	ENSDARG00000087040	ENSGT00390000005726
ENSMUSG00000017692	ENSDARG00000070311	ENSGT00390000005726
ENSMUSG00000043333	ENSDARG00000069833	ENSGT00390000005726
ENSMUSG00000025980	ENSDARG00000056160	ENSGT00390000005727
ENSMUSG00000050608	ENSDARG00000070217	ENSGT00390000005732
ENSMUSG00000029136	ENSDARG00000019877	ENSGT00390000005743
ENSMUSG00000032397	ENSDARG00000036136	ENSGT00390000005764
ENSMUSG00000024824	ENSDARG00000056984	ENSGT00390000005767
ENSMUSG00000038569	ENSDARG00000075632	ENSGT00390000005767
ENSMUSG00000020482	ENSDARG00000091872	ENSGT00390000005772
ENSMUSG00000030286	ENSDARG00000020607	ENSGT00390000005780
ENSMUSG00000044768	ENSDARG00000093498	ENSGT00390000005782
ENSMUSG00000023926	ENSDARG00000019253	ENSGT00390000005787
ENSMUSG00000028825	ENSDARG00000002194	ENSGT00390000005787
ENSMUSG00000039318	ENSDARG00000044136	ENSGT00390000005794
ENSMUSG00000018585	ENSDARG00000087693	ENSGT00390000005805
ENSMUSG00000022354	ENSDARG00000041314	ENSGT00390000005809
ENSMUSG00000059363	ENSDARG00000074356	ENSGT00390000005811
ENSMUSG00000028907	ENSDARG00000039958	ENSGT00390000005813
ENSMUSG00000002660	ENSDARG00000020679	ENSGT00390000005830
ENSMUSG00000025105	ENSDARG00000074397	ENSGT00390000005844
ENSMUSG00000049288	ENSDARG00000063244	ENSGT00390000005869
ENSMUSG00000047786	ENSDARG00000052154	ENSGT00390000005869
